CountyID,FacilityName,lat,lon,parent_org,Capacity,county_name,Expiration,Fcltyaddress,address
13,Reflection Ranch,42.3661311,-85.1626376,Paula Gutzman,6,CALHOUN,20200324,"20271 east avenue n , battle creek , mi 49017 , usa","20271 east ave n, battle creek, mi 49017, usa"
13,ResCare Premier Farmview,42.3128606,-85.0211703,"ResCare Premier, Inc.",6,CALHOUN,20220204,"16534 14 mile road , battle creek , mi 49014 , usa","16534 14 mile rd, battle creek, mi 49014, usa"
13,Rhema Home AFC,42.3264846,-85.1825628,"McCoy, Christopher",7,CALHOUN,20200805,"108 west street , battle creek , mi 49017 , usa","108 west st, battle creek, mi 49037, usa"
13,Rhema House AFC,42.2743768,-85.2101269,Ford Barbara,6,CALHOUN,20200326,"25 terrace , battle creek , mi 49015 , usa","battle creek, mi 49015, usa"
13,S & A Transitional Living,42.3315778,-85.192825,Sonja Woodson,5,CALHOUN,20210326,"59 greenwood ave. , battle creek , mi 49037 , usa","59 greenwood ave, battle creek, mi 49037, usa"
13,Schaffer Senior Residence LLC,42.2497664,-85.1690405,Schaffer Senior Residence LLC,6,CALHOUN,20200619,"14193 6 half mile road , battle creek , mi 49014 , usa","6 1/2 mile rd, battle creek, mi 49014, usa"
13,Select Residential-Maplehurst,42.3519975,-85.1492125,"Select Residential Solutions, LLC",4,CALHOUN,20200406,"166 maplehurst blvd. , battle creek , mi 49017 , usa","166 maplehurst blvd, battle creek, mi 49017, usa"
13,Shellenberger AFC Home,42.3087837,-85.1765098,Patricia Shellenberger,4,CALHOUN,20210501,"39 horton street , battle creek , mi 49014 , usa","39 horton st, battle creek, mi 49014, usa"
13,Stepping Stone AFC,42.3245021,-85.1760239,"Cooper, Debra L",10,CALHOUN,20200330,"69 fremont street , battle creek , mi 49017 , usa","69 fremont st, battle creek, mi 49017, usa"
13,Suji Home 2,42.2845083,-84.9272287,Suji Home LLC,6,CALHOUN,20210212,"14605 19 mile road , marshall , mi 49068 , usa","14605 19 mile rd, marshall, mi 49068, usa"
13,Sunny Side Senior Care,42.2763433,-84.9033881,Cynthia and Eugene Moore,6,CALHOUN,20210713,"20125 e. michigan ave , marshall , mi 49068 , usa","20125 e michigan ave, marshall, mi 49068, usa"
13,Superior Care,42.3569466,-85.2263347,"Superior Care of Michigan, L.L.C.",6,CALHOUN,20200821,"55 morgan rd , battle creek , mi 49017 , usa","55 o dr n, battle creek, mi 49017, usa"
13,The Colonial House LLC,42.258395,-84.9816466,"The Colonial House, LLC",6,CALHOUN,20200626,"1302 w. hughes , marshall , mi 49068 , usa","1302 w hughes st, marshall, mi 49068, usa"
13,The Grand Home of Marshall,42.2724505,-84.9631007,Health Partners Group Homes Inc,5,CALHOUN,20200624,"111 north grand st , marshall , mi 49068 , usa","111 n grand st, marshall, mi 49068, usa"
13,The Heritage Assisted Living Community,42.2814338,-85.2375558,"Heritage of Battle Creek, Limited Partnership",78,CALHOUN,20200923,"14420 s. helmer road , battle creek , mi 49015 , usa","14420 helmer rd s, battle creek, mi 49015, usa"
13,The Legacy at the Oaks,42.3412673,-85.1784093,"Trilogy Healthcare of Battle Creek, LLC",30,CALHOUN,20200825,"706 north avenue , battle creek , mi 49017 , usa","706 north ave, battle creek, mi 49017, usa"
13,The Morris House,42.3169111,-85.2202595,"Mendenhall, Molly",6,CALHOUN,20200930,"318 richfield ave , battle creek , mi 49037 , usa","318 richfield ave, springfield, mi 49037, usa"
13,The Reflections,42.2802646,-85.2371514,"Reflections Memory Care Community, Inc.",45,CALHOUN,20201001,"14316 s. helmer rd. , battle creek , mi 49015 , usa","14316 helmer rd s, battle creek, mi 49015, usa"
13,Tuckers Hilltop Care Home,42.2174553,-84.7848402,Crystal Tucker,6,CALHOUN,20200324,"26201 d drive s , albion , mi 49224 , usa","26201 d dr s, albion, mi 49224, usa"
13,Unique Care Group Home,42.3348338,-85.1734729,Unique Care Group Home Inc.,6,CALHOUN,20210701,"254 central st , battle creek , mi 49017 , usa","254 central st, battle creek, mi 49017, usa"
13,Unity Group III LLC,42.1008236,-85.1240722,Unity Group III LLC,6,CALHOUN,20210730,"1831 case drive , union city , mi 49094 , usa","1831 case dr, union city, mi 49094, usa"
13,Unity Group LLC,42.0992097,-85.1239718,Unity Group LLC,6,CALHOUN,20210415,"1861 b case drive , union city , mi 49094 , usa","1861 case dr, union city, mi 49094, usa"
13,Verona,42.2761638,-84.9921681,"LADD, Inc.",6,CALHOUN,20201227,"15700 verona road , marshall , mi 49068 , usa","15700 verona rd, marshall, mi 49068, usa"
13,Vets Manor,42.3235993,-85.1760037,Patricia Massimino and Michael Gillfillan,12,CALHOUN,20200329,"41 fremont st , battle creek , mi 49017 , usa","41 fremont st, battle creek, mi 49017, usa"
13,Walter Home,42.2913283,-84.9710367,Progressive Residential Services Inc,6,CALHOUN,20211028,"15062 walters drive , marshall , mi 49068 , usa","15062 walters dr, marshall, mi 49068, usa"
13,Whispering Meadows,42.220095,-84.9667956,Timothy Stoll,6,CALHOUN,20201011,"10191 17 mile road , marshall , mi 49068 , usa","10191 17 mile rd, marshall, mi 49068, usa"
13,Yates Family Home Care,42.3341347,-85.1586911,Constance Yates,6,CALHOUN,20200802,"86 yale st. , battle creek , mi 49017 , usa","86 yale st, battle creek, mi 49017, usa"
14,A Place Called Home In Dowagiac,42.0615427,-86.1076251,A Place Called Home In Dowagiac LLC,10,CASS,20210102,"50253 m51 n , dowagiac , mi 49047 , usa","50253 m-51, dowagiac, mi 49047, usa"
14,Beacon Home At Niles,41.8238203,-86.2234918,"Beacon Specialized Living Services, Inc.",6,CASS,20211015,"970 ruth layne , niles , mi 49120 , usa","970 ruth ln, niles, mi 49120, usa"
14,Beacon Home At Red Mill,42.0461389,-86.1206991,"Beacon Specialized Living Services, Inc.",6,CASS,20210412,"51721 red mill road , dowagiac , mi 49047 , usa","51721 red mill rd, dowagiac, mi 49047, usa"
14,Brann AFC Facility,41.8434724,-86.1664928,Jerry E. Brann and Mona R. Brann,5,CASS,20200306,"1240 leet rd , niles , mi 49120 , usa","1240 leet rd, niles, mi 49120, usa"
14,Cass Home,41.9149024,-86.0067778,"LADD, Inc.",6,CASS,20200911,"224 avenue j , cass , mi 49031 , usa","224 ave j, cassopolis, mi 49031, usa"
14,Country Manor Home,41.8844143,-86.015131,"LADD, Inc.",6,CASS,20200501,"23250 hospital road , cassopolis , mi 49031 , usa","23250 hospital st, cassopolis, mi 49031, usa"
14,Fairview Home,41.9929393,-86.1122129,"LADD, Inc.",6,CASS,20200916,"703 fairview , dowagiac , mi 49047 , usa","703 fairview dr, dowagiac, mi 49047, usa"
14,Forest Glen Assisted Living,41.9803632,-86.1362344,"Forest Glen Assisted Living, LLC",20,CASS,20210511,"29601 amerihost dr. , dowagiac , mi 49047 , usa","29601 amerihost dr, dowagiac, mi 49047, usa"
14,French Foster Home,41.8371937,-86.1933918,French Barbara,2,CASS,20200620,"202 lynn drive , niles , mi 49120 , usa","202 lynn dr, niles, mi 49120, usa"
14,Kellys Hillside Manor Assisted Living,42.0408367,-86.0300724,Kellys Hillside Manor Inc,9,CASS,20200525,"23977 morton street , dowagiac , mi 49047 , usa","23977 morton st, dowagiac, mi 49047, usa"
14,Lilac Manor Assisted Living Home,42.0498091,-86.1653601,Morss Evangeline,6,CASS,20200512,"51449 townhall road , dowagiac , mi 49047 , usa","51449 townhall rd, dowagiac, mi 49047, usa"
14,Lilloe's AFC Home,41.975268,-86.117511,Jernigan Lillie,6,CASS,20201023,"206 johnson street , dowagiac , mi 49047 , usa","206 johnson st, dowagiac, mi 49047, usa"
14,Manleys Countryside Manor,41.9898892,-86.0611535,Brown Delmon Brown Doreen,6,CASS,20200724,"55531 nubour , dowagiac , mi 49047 , usa","55531 nubour rd, dowagiac, mi 49047, usa"
14,Millers Assisted Living,42.008826,-86.0505904,Miller Paul E  Miller Sheila,6,CASS,20200724,"25073 marcellus hwy , dowagiac , mi 49047 , usa","25073 marcellus hwy, dowagiac, mi 49047, usa"
14,Oak Lawn Manor,42.0200572,-86.0694279,Roden Sherry,12,CASS,20201008,"26710 gage st , dowagiac , mi 49047 , usa","26710 gage st, dowagiac, mi 49047, usa"
14,Salmons VA Medical Foster Home,41.9986111,-86.0555168,Cynthia Salmons,3,CASS,20210305,"25310 mckenzie street , dowagiac , mi 49047 , usa","25310 mckenzie st, dowagiac, mi 49047, usa"
14,Shepherd Home,41.8890996,-86.0723969,Namita and Dilip Samadder,6,CASS,20200920,"26232 m60 , cassopolis , mi 49031 , usa","26232 m-60, cassopolis, mi 49031, usa"
15,A Place On The Hill,45.3495315,-85.159159,"A Place On The Hill, LLC",6,CHARLEVOIX,20200620,"09020 upper bay shore rd , charlevoix , mi 49720 , usa","9020 upper bay shore rd, charlevoix, mi 49720, usa"
15,Autumnvue Clf,45.1548591,-85.1431873,"Summertree Residential Centers, Inc.",6,CHARLEVOIX,20200401,"109 pine street , east jordan , mi 49727 , usa","109 pine st, east jordan, mi 49727, usa"
15,Bay Springs,45.2282398,-85.0209434,Alternative Services Inc,6,CHARLEVOIX,20201010,"232 court street , boyne city , mi 49712 , usa","232 court st, boyne city, mi 49712, usa"
15,Beacon Home At Boyne City,45.1384031,-85.0148167,"Beacon Specialized Living Services, Inc.",6,CHARLEVOIX,20210530,"1840 bc/ej rd. , boyne city , mi 49712 , usa","1840 bc/ej rd, boyne city, mi 49712, usa"
15,Beacon Home At East Jordan,45.1321626,-85.1297873,"Beacon Specialized Living Services, Inc.",6,CHARLEVOIX,20200414,"7530 rogers rd. , east jordan , mi 49727 , usa","7530 rogers rd, east jordan, mi 49727, usa"
15,Bedford North,45.2041019,-84.9624764,Bedford Specialized Care Inc.,4,CHARLEVOIX,20210111,"00095 addis road , boyne city , mi 49712 , usa","s addis rd, boyne city, mi, usa"
15,Candlewood Home,45.2792734,-84.9351764,"Summertree Residential Centers, Inc.",6,CHARLEVOIX,20210418,"02150 country club , walloon lake , mi 49796 , usa","2150 country club rd, walloon lake, mi 49796, usa"
15,Charlevoix House,45.3117466,-85.2544042,Alternative Services Inc,6,CHARLEVOIX,20200312,"203 east garfield , charlevoix , mi 49720 , usa","203 e garfield ave, charlevoix, mi 49720, usa"
15,Erber AFC,45.1330228,-84.8350952,Terry and Sandra Erber,6,CHARLEVOIX,20210430,"04856 kuzmick road , elmira , mi 49730 , usa","4856 kuzmick rd, elmira, mi 49730, usa"
15,Payton's AFC Home,45.123333,-84.8355268,Payton's AFC Home Inc,12,CHARLEVOIX,20200301,"05520 kuzmick road , elmira , mi 49730 , usa","5520 kuzmick rd, elmira, mi 49730, usa"
15,Penfold AFC,45.2808962,-85.3201869,"Penfold, Dianne",6,CHARLEVOIX,20210129,"05295 cedarview rd. , charlevoix , mi 49720 , usa","5295 cedarview dr, charlevoix, mi 49720, usa"
15,Springridge Home,45.2159495,-85.0048807,"Summertree Residential Centers, Inc.",6,CHARLEVOIX,20210227,"520 state street , boyne city , mi 49712 , usa","520 state st, boyne city, mi 49712, usa"
15,Valley Assisted Living,45.1754976,-84.8926794,"Robinson, Marlene and Kevin",6,CHARLEVOIX,20200530,"01970 valley view road , boyne falls , mi 49713 , usa","1970 valley view rd, boyne falls, mi 49713, usa"
15,Winterlake Clf,45.2022391,-85.0210614,"Summertree Residential Centers, Inc.",6,CHARLEVOIX,20200328,"405 ann street , boyne city , mi 49712 , usa","405 ann st, boyne city, mi 49712, usa"
16,1 Oak,45.4909695,-84.450464,"Forman AFC, Inc",6,CHEBOYGAN,20220206,"2160 m33 , cheboygan , mi 49721 , usa","2160 m-33, cheboygan, mi 49721, usa"
16,Alternative Family Care AFC,45.6354468,-84.4702258,Thomas and Suzan Howard,6,CHEBOYGAN,20210407,"578 o'brien drive , cheboygan , mi 49721 , usa","578 obrien dr, cheboygan, mi 49721, usa"
16,Benton House,45.616056,-84.4661689,Dale and Andrea Blaskowski,6,CHEBOYGAN,20210907,"1379 sharon lane , cheboygan , mi 49721 , usa","1379 sharon ln, cheboygan, mi 49721, usa"
16,Carpenters AFC Home,45.561408,-84.439802,Carpenters AFC Inc,12,CHEBOYGAN,20211227,"2801 orchard beach r , cheboygan , mi 49721 , usa","2801 orchard beach rd, cheboygan, mi 49721, usa"
16,Cleveland,45.638318,-84.473292,Community Home & Health Services LLC,6,CHEBOYGAN,20201126,"445 cleveland st. , cheboygan , mi 49721 , usa","445 cleveland ave, cheboygan, mi 49721, usa"
16,Hancock Haven Retirement Village,45.517772,-84.41661,"Hancock Haven Retirement Village, LLC",12,CHEBOYGAN,20200711,"3723 long lake rd. , cheboygan , mi 49721 , usa","3723 long lake rd, cheboygan, mi 49721, usa"
16,Harrison,45.6465088,-84.4417047,Community Home & Health Services LLC,6,CHEBOYGAN,20201126,"2154 harrison st , cheboygan , mi 49721 , usa","2154 harrison ave, cheboygan, mi 49721, usa"
16,Kennedy Farms,45.6336334,-84.5094207,KnL Services LLC,6,CHEBOYGAN,20210508,"1031 woiderski rd , cheboygan , mi 49721 , usa","1031 woiderski rd, cheboygan, mi 49721, usa"
16,Kennedy Manor,45.5861038,-84.4435453,KnL Services LLC,6,CHEBOYGAN,20211219,"8716 south river rd. , cheboygan , mi 49721 , usa","8716 s river rd, cheboygan, mi 49721, usa"
16,Maple Hill Adult Foster Care,45.394454,-84.452563,"Passino, Lisa",6,CHEBOYGAN,20200421,"4538 m33 hwy , afton , mi 49705 , usa","4538 m-33, afton, mi 49705, usa"
16,Rivertown Haven,45.614669,-84.4255809,Richard Crawford,6,CHEBOYGAN,20201022,"3378 gilpin rd , cheboygan , mi 49721 , usa","3378 gilpin rd, cheboygan, mi 49721, usa"
16,Sessler's AFC,45.590752,-84.500266,"Crist, Patricia",1,CHEBOYGAN,20201113,"8965 outback alley , cheboygan , mi 49721 , usa","8965 outback aly, cheboygan, mi 49721, usa"
16,The Silver Fox AFC,45.345536,-84.422663,"Wilson, Lisa",6,CHEBOYGAN,20220216,"3325 walker road , afton , mi 49705 , usa","3325 walker rd, afton, mi 49705, usa"
16,Whispering Pines 2,45.3585655,-84.4527715,"Whispering Pines 2 AFC, LLC",12,CHEBOYGAN,20211204,"1878 soules rd. , afton , mi 49705 , usa","1878 soules rd, afton, mi 49705, usa"
17,Beacon Home at Nicolet,46.3757471,-84.3541157,"Beacon Specialized Living Services, Inc.",6,CHIPPEWA,20200325,"4 w m28 , dafter , mi 49724 , usa","4 m-28, dafter, mi 49724, usa"
17,Cedar Street Home,46.4920235,-84.3273045,"Adult Learning Systems - UP, Inc",8,CHIPPEWA,20200229,"931 cedar st. , sault ste. marie , mi 49783 , usa","931 cedar st, sault ste. marie, mi 49783, usa"
17,Hearthside Assisted Living,46.4861528,-84.3849084,Superior Health Support Systems,64,CHIPPEWA,20201102,"1501 w. 6 th ave. , sault ste. marie , mi 49783 , usa","1501 w 6th ave, sault ste. marie, mi 49783, usa"
17,Maple,46.492174,-84.3258715,"Adult Learning Systems - UP, Inc",8,CHIPPEWA,20200229,"952 maple street , sault ste. marie , mi 49783 , usa","952 maple st, sault ste. marie, mi 49783, usa"
17,Meridian Heights,46.4872076,-84.363633,"Bay Human Services, Inc.",18,CHIPPEWA,20211130,"1105 meridian , sault ste. marie , mi 49783 , usa","1105 meridian st, sault ste. marie, mi 49783, usa"
17,Oak Trail,46.3865937,-84.4012366,"Bay Human Services, Inc.",6,CHIPPEWA,20211006,"8268 s. mackinaw tr. , saulte ste marie , mi 49783 , usa","8268 s mackinac trail, sault ste. marie, mi 49783, usa"
17,Pennington Home,46.1558712,-84.3605952,Superior Health Support Systems,6,CHIPPEWA,20201004,"665 s. pleasant street , pickford , mi 49774 , usa","665 s pleasant st, pickford, mi 49774, usa"
17,Sault Home,46.3864747,-84.4003481,"Adult Learning Systems - UP, Inc",6,CHIPPEWA,20200521,"8265 south mackinaw trail , sault ste. marie , mi 49783 , usa","8265 s mackinac trail, sault ste. marie, mi 49783, usa"
17,Sue's Place,46.4860805,-84.3397554,"Sikora, Susan",6,CHIPPEWA,20201113,"1016 e 6 th avenue , sault ste marie , mi 49783 , usa","1016 6th ave e, sault ste. marie, mi 49783, usa"
17,The Merlin Home,46.4858599,-84.3863591,Superior Health Support Systems,6,CHIPPEWA,20201201,"1703 hyde street , sault ste. marie , mi 49783 , usa","1703 hyde st, sault ste. marie, mi 49783, usa"
17,Woodview Home,46.493134,-84.353843,"Adult Learning Systems - UP, Inc",8,CHIPPEWA,20210924,"403 s ravine , sault ste marie , mi 49783 , usa","403 s ravine st, sault ste. marie, mi 49783, usa"
18,Brewer AFC,43.8353392,-84.8613929,Allen and Margaret Brewer,3,CLARE,20210902,"503 e michigan , farwell , mi 48622 , usa","503 e michigan st, farwell, mi 48622, usa"
18,Clare Home,43.8255717,-84.7703974,Crisis Center Inc - DBA Listening Ear,5,CLARE,20200325,"191 dwyer , clare , mi 48617 , usa","191 dwyer ave, clare, mi 48617, usa"
18,Country Care Assisted Living,43.8570178,-84.9425921,"Nageotte, Carrie",6,CLARE,20200706,"4735 w. ludington dr. , farwell , mi 48622 , usa","4735 w ludington dr, farwell, mi 48622, usa"
18,Dewey AFC,43.883562,-84.8807371,Dewey Sharon,2,CLARE,20210214,"1425 ziggy road , farwell , mi 48622 , usa","1425 ziggy rd, farwell, mi 48622, usa"
18,Gunden 1,43.8430488,-84.8492486,Jay Gunden,6,CLARE,20210616,"16 ne kapplinger drive , farwell , mi 48622 , usa","16 kapplinger dr, farwell, mi 48622, usa"
18,Horizon Senior Living II,43.8266576,-84.7773607,"Boone Adult Care, LLC",20,CLARE,20220130,"1324 vinewood ave. , clare , mi 48617 , usa","1324 vinewood st, clare, mi 48617, usa"
18,J. Brewer AFC,43.8358166,-84.8589088,Jeromy Brewer,2,CLARE,20211215,"656 e michigan st , farwell , mi 48622 , usa","656 e michigan st, farwell, mi 48622, usa"
18,Kirby's AFC,44.0020948,-84.8994672,Kirby's Adult Foster Care Services Inc.,6,CLARE,20210131,"2285 e. lily lake , harrison , mi 48625 , usa","2285 w lily lake rd, harrison, mi 48625, usa"
18,McBride #10,43.8568679,-84.8270487,"McBride Quality Care Services, Inc.",6,CLARE,20200309,"1140 kapplinger , farwell , mi 48622 , usa","1140 kapplinger dr, farwell, mi 48622, usa"
18,McBride Main Street Living,43.8343369,-84.8630437,"McBride Quality Care Services, Inc.",14,CLARE,20201220,"360 e main , farwell , mi 48622 , usa","360 e main st, farwell, mi 48622, usa"
18,Oakleaf Home,44.0174028,-84.8147415,Crisis Center Inc - DBA Listening Ear,6,CLARE,20211114,"2032 seelinger , harrison , mi 48625 , usa","2032 seelinger dr, harrison, mi 48625, usa"
18,Parkview Home,44.0264164,-84.8066501,Crisis Center Inc - DBA Listening Ear,6,CLARE,20200426,"816 oaklawn st , harrison , mi 48625 , usa","816 oaklawn st, harrison, mi 48625, usa"
18,Pelcher AFC II,43.8575734,-84.8372139,Pelcher AFC Home Inc,6,CLARE,20200402,"624 surrey rd , farwell , mi 48622 , usa","624 e surrey rd, farwell, mi 48622, usa"
18,Pioneer Golden Estates C,43.8391171,-84.7713526,Pioneer Golden Estates Inc,20,CLARE,20200513,"312 mcguirk dr , clare , mi 48617 , usa","312 mcguirk st, clare, mi 48617, usa"
18,Poplar AFC,43.9090824,-84.6864313,Lamar & Cathy Gunden,3,CLARE,20210727,"7644 poplar , clare , mi 48617 , usa","7644 e poplar rd, clare, mi 48617, usa"
18,Prestige Place I,43.8258892,-84.785442,"Lifehouse Clare Operations, LLC",20,CLARE,20200717,"684 ann arbor trail , clare , mi 48617 , usa","684 ann arbor trail, clare, mi 48617, usa"
18,Prestige Place II,43.8249363,-84.7816146,"Lifehouse Clare Operations, LLC",20,CLARE,20200718,"690 ann arbor trail , clare , mi 48617 , usa","690 ann arbor trail, clare, mi 48617, usa"
18,Trails End,43.8352584,-85.0487168,Dandron Peggy,5,CLARE,20200614,"5740 twin lake rd , lake , mi 48632 , usa","5740 twin lakes ave, lake, mi 48632, usa"
18,Weatherhead Home,44.0122308,-84.7950219,Crisis Center Inc - DBA Listening Ear,6,CLARE,20210729,"749 richard st , harrison , mi 48625 , usa","749 richard dr, harrison, mi 48625, usa"
18,White AFC #2,43.8572923,-84.9056983,White Joyce,6,CLARE,20201216,"2433 w ludington drive , farwell , mi 48622 , usa","2433 w ludington dr, farwell, mi 48622, usa"
19,"A Ewing Country Estate AFC, Inc.",42.862271,-84.7037563,A Ewing Country Estate AFC Inc.,12,CLINTON,20200707,"10686 wacousta road , dewitt , mi 48820 , usa","10686 wacousta rd, dewitt, mi 48820, usa"
19,A Family Affair,42.7546309,-84.3647199,"J&W Ventures, Inc.",12,CLINTON,20200324,"8990 e. m78 , haslett , mi 48840 , usa","haslett, mi 48840, usa"
19,"Addie's Acres, LLC",42.8475397,-84.5212426,"Addie's Acres, LLC",20,CLINTON,20220123,"11633 wood road , dewitt , mi 48820 , usa","11633 wood rd, dewitt, mi 48820, usa"
19,Addington Place of DeWitt,42.8056905,-84.5567496,"Leisure Living Management of Lansing, Inc.",20,CLINTON,20211029,"1177 w solon road , dewitt , mi 48820 , usa","1177 w solon rd, dewitt, mi 48820, usa"
19,Airport Road Home,42.8165153,-84.6039979,Valley Residential Serv Inc.,6,CLINTON,20200820,"13768 airport road , lansing , mi 48906 , usa","13768 airport rd, dewitt, mi 48820, usa"
19,Boichot,42.8107863,-84.5337246,Open Arms Link,8,CLINTON,20210519,"14120 boichot road , lansing , mi 48906 , usa","14120 boichot rd, lansing, mi 48906, usa"
19,Bradford Home,42.9036819,-84.4805504,Alternative Services Inc,6,CLINTON,20210624,"7757 s chandler rd , st johns , mi 48879 , usa","7757 s chandler rd, st johns, mi 48879, usa"
19,Chosen Vision,42.8312832,-84.5670136,The Chosen Vision,6,CLINTON,20201207,"1123 turner st. , dewitt , mi 48820 , usa","1123 turner rd, dewitt, mi 48820, usa"
19,Chosen Vision Dewitt,42.8325135,-84.5670404,The Chosen Vision,6,CLINTON,20210901,"1107 turner , lansing , mi 48820 , usa","1107 turner rd, dewitt, mi 48820, usa"
19,Coleman House,42.7723291,-84.4814436,"Central State Community Services, Inc.",12,CLINTON,20201229,"3255 e coleman road , east lansing , mi 48823 , usa","e coleman rd, east lansing, mi 48823, usa"
19,Country Meadows Afc,42.9411887,-84.6209392,Marlene Auten,6,CLINTON,20201021,"5125 south grove road , st johns , mi 48879 , usa","5125 s grove rd, st johns, mi 48879, usa"
19,Dewitt Road Home,42.8527871,-84.5699314,Residential Options Inc.,8,CLINTON,20220227,"11262 n dewitt road , dewitt , mi 48820 , usa","11262 s dewitt rd, dewitt, mi 48820, usa"
19,Eagles Nest Adult Assisted Living,42.8245514,-84.7814585,Lorraine Chouinard,6,CLINTON,20200925,"13282 s. hinman rd. , eagle , mi 48822 , usa","13282 s hinman rd, eagle, mi 48822, usa"
19,Eureka House,43.1022185,-84.5123291,"Alternative Community Living, Inc.",12,CLINTON,20200318,"7808 freemont , eureka , mi 48833 , usa","7808 fremont st, eureka, mi 48833, usa"
19,Grace Haven Assisted Living-Specialized Care,42.9862809,-84.5478543,"Grace Haven Assisted Living, LLC",20,CLINTON,20210622,"1507 glastonbury dr. , st. johns , mi 48879 , usa","1507 glastonbury dr, st johns, mi 48879, usa"
19,Grace Haven Assisted Living-Supportive Care,42.9862809,-84.5478543,"Grace Haven Assisted Living, LLC",20,CLINTON,20210622,"1507 glastonbury dr. , st. johns , mi 48879 , usa","1507 glastonbury dr, st johns, mi 48879, usa"
19,Gunnisonville Meadows,42.8120069,-84.5272158,"Gunnisonville Meadows, Inc.",20,CLINTON,20220205,"1758 e. clark road , lansing , mi 48906 , usa","1758 e clark rd, lansing, mi 48906, usa"
19,Gunnisonville Meadows East,42.8126795,-84.526581,Timothy Brannan,6,CLINTON,20201103,"1816 e. clark rd , lansing , mi 48906 , usa","1816 e clark rd, lansing, mi 48906, usa"
19,La Bella Vita,42.8346271,-84.5415839,"La Bella Vita, LLC",6,CLINTON,20200531,"12511 s. us 27 , dewitt , mi 48820 , usa","12511 old u.s. 27, dewitt, mi 48820, usa"
19,McBride Schavey AFC,42.8343086,-84.5880047,"McBride Quality Care Services, Inc.",6,CLINTON,20210810,"1009 schavey , dewitt , mi 48820 , usa","1009 schavey rd, dewitt, mi 48820, usa"
19,McBride Turner Rd. AFC,42.8075968,-84.5587354,"McBride Quality Care Services, Inc.",6,CLINTON,20210810,"14354 turner road , dewitt , mi 48820 , usa","14354 turner rd, dewitt, mi 48820, usa"
19,New Life Assisted Living Center,42.837579,-84.5672167,NewLife Assisted Living Center LLC,11,CLINTON,20210618,"607 turner st. , dewitt , mi 48820 , usa","607 turner rd, dewitt, mi 48820, usa"
19,Pathway Home Of Elsie,43.0883751,-84.3884753,"Pathway Home of Elsie, LLC",11,CLINTON,20210429,"133 w main street , elsie , mi 48831 , usa","133 w main st, elsie, mi 48831, usa"
19,Roger G Smith Home,42.7864338,-84.5547652,CMHB Of CEI Counties,8,CLINTON,20200303,"15817 n turner , lansing , mi 48906 , usa","15817 turner rd, lansing, mi 48906, usa"
19,Rosewood AFC of Dewitt,42.8324907,-84.5448655,Rosewood AFC Of Dewitt Inc,12,CLINTON,20211106,"1070 west webb road , dewitt , mi 48820 , usa","1070 w webb rd, dewitt, mi 48820, usa"
19,State Road Home,42.7846015,-84.4215749,"Central State Community Services, Inc.",6,CLINTON,20220122,"7099 state road , east lansing , mi 48823 , usa","7099 state rd, east lansing, mi 48823, usa"
19,Stoll,42.7987588,-84.5873434,"Alternative Community Living, Inc.",9,CLINTON,20210508,"3285 west stoll road , lansing , mi 48906 , usa","3285 w stoll rd, lansing, mi 48906, usa"
19,The Chosen Vision,42.8322573,-84.5671349,The Chosen Vision,6,CLINTON,20210707,"1111 turner street , dewitt , mi 48820 , usa","1111 turner rd, dewitt, mi 48820, usa"
19,"Vista Springs Timber Ridge, LLC",42.7805282,-84.4370159,"IP Vista Springs Timber Ridge Opco, LLC",20,CLINTON,20210513,"16260 park lake road , east lansing , mi 48823 , usa","16260 park lake rd, east lansing, mi 48823, usa"
19,Webb Home,42.8318343,-84.5450404,"Central State Community Services, Inc.",6,CLINTON,20211217,"303 w. webb road , dewitt , mi 48820 , usa","303 w webb rd, dewitt, mi 48820, usa"
19,Whispering River,42.8493456,-84.5447017,Shannon May,6,CLINTON,20210707,"11491 e. river dr. , dewitt , mi 48820 , usa","11491 e river dr, dewitt, mi 48820, usa"
19,White AFC,42.9955921,-84.3895791,"White, Betty J and White, Eric R",3,CLINTON,20210511,"8787 wildcat road , ovid , mi 48866 , usa","8787 wildcat rd, ovid, mi 48866, usa"
19,Wieland Home,42.7809938,-84.553238,CMHB Of CEI Counties,4,CLINTON,20220107,"1520 wieland , lansing , mi 48906 , usa","1520 w wieland rd, lansing, mi 48906, usa"
20,Ausable Adult Foster Care,44.6672461,-84.7173328,Ausable In Home Care LLC,12,CRAWFORD,20200413,"808 chestnut street , grayling , mi 49738 , usa","808 chestnut st, grayling, mi 49738, usa"
20,Jones Lake AFC Home,44.6985995,-84.6748529,Northern Lakes Community Mental Health,6,CRAWFORD,20210316,"3464 jones lake road , grayling , mi 49738 , usa","3464 w jones lake rd, grayling, mi 49738, usa"
20,Northern Pines Assisted Living,44.662289,-84.703097,"Baruch SLS, Inc.",20,CRAWFORD,20211224,"130 mary ann street , grayling , mi 49738 , usa","130 mary ann st, grayling, mi 49738, usa"
21,Beacon Home at Sand Point,45.8810733,-87.0639678,Loving Hands Adult Foster Home LLC,11,DELTA,20220112,"9284 hwy m35 , gladstone , mi 49837 , usa","9284 m-35, gladstone, mi 49837, usa"
21,Bishop Noa Home for Senior Citizens,45.7438501,-87.0887494,Sister of St. Paul De Charters,28,DELTA,20200328,"2900 3 rd ave. s , escanaba , mi 49829 , usa","2900 3rd ave s, escanaba, mi 49829, usa"
